id,target
800549,0.5
800550,0.5
800551,0.5
800552,0.5
800553,0.5
800554,0.5
800555,0.5
800556,0.5
800557,0.5
800558,0.5
800559,0.5
800560,0.5
800561,0.5
800562,0.5
800563,0.5
800564,0.5
800565,0.5
800566,0.5
800567,0.5
800568,0.5
800569,0.5
800570,0.5
800571,0.5
800572,0.5
800573,0.5
800574,0.5
800575,0.5
800576,0.5
800577,0.5
800578,0.5
800579,0.5
800580,0.5
800581,0.5
800582,0.5
800583,0.5
800584,0.5
800585,0.5
800586,0.5
800587,0.5
800588,0.5
800589,0.5
800590,0.5
800591,0.5
800592,0.5
800593,0.5
800594,0.5
800595,0.5
800596,0.5
800597,0.5
800598,0.5
800599,0.5
800600,0.5
800601,0.5
800602,0.5
800603,0.5
800604,0.5
800605,0.5
800606,0.5
800607,0.5
800608,0.5
800609,0.5
800610,0.5
800611,0.5
800612,0.5
800613,0.5
800614,0.5
800615,0.5
800616,0.5
800617,0.5
800618,0.5
800619,0.5
800620,0.5
800621,0.5
800622,0.5
800623,0.5
800624,0.5
800625,0.5
800626,0.5
800627,0.5
800628,0.5
800629,0.5
800630,0.5
800631,0.5
800632,0.5
800633,0.5
800634,0.5
800635,0.5
800636,0.5
800637,0.5
800638,0.5
800639,0.5
800640,0.5
800641,0.5
800642,0.5
800643,0.5
800644,0.5
800645,0.5
800646,0.5
800647,0.5
800648,0.5
800649,0.5
800650,0.5
800651,0.5
800652,0.5
800653,0.5
800654,0.5
800655,0.5
800656,0.5
800657,0.5
800658,0.5
800659,0.5
800660,0.5
800661,0.5
800662,0.5
800663,0.5
800664,0.5
800665,0.5
800666,0.5
800667,0.5
800668,0.5
800669,0.5
800670,0.5
800671,0.5
800672,0.5
800673,0.5
800674,0.5
800675,0.5
800676,0.5
800677,0.5
800678,0.5
800679,0.5
800680,0.5
800681,0.5
800682,0.5
800683,0.5
800684,0.5
800685,0.5
800686,0.5
800687,0.5
800688,0.5
800689,0.5
800690,0.5
800691,0.5
800692,0.5
800693,0.5
800694,0.5
800695,0.5
800696,0.5
800697,0.5
800698,0.5
800699,0.5
800700,0.5
800701,0.5
800702,0.5
800703,0.5
800704,0.5
800705,0.5
800706,0.5
800707,0.5
800708,0.5
800709,0.5
800710,0.5
800711,0.5
800712,0.5
800713,0.5
800714,0.5
800715,0.5
800716,0.5
800717,0.5
800718,0.5
800719,0.5
800720,0.5
800721,0.5
800722,0.5
800723,0.5
800724,0.5
800725,0.5
800726,0.5
800727,0.5
800728,0.5
800729,0.5
800730,0.5
800731,0.5
800732,0.5
800733,0.5
800734,0.5
800735,0.5
800736,0.5
800737,0.5
800738,0.5
800739,0.5
800740,0.5
800741,0.5
800742,0.5
800743,0.5
800744,0.5
800745,0.5
800746,0.5
800747,0.5
800748,0.5
800749,0.5
800750,0.5
800751,0.5
800752,0.5
800753,0.5
800754,0.5
800755,0.5
800756,0.5
800757,0.5
800758,0.5
800759,0.5
800760,0.5
800761,0.5
800762,0.5
800763,0.5
800764,0.5
800765,0.5
800766,0.5
800767,0.5
800768,0.5
800769,0.5
800770,0.5
800771,0.5
800772,0.5
800773,0.5
800774,0.5
800775,0.5
800776,0.5
800777,0.5
800778,0.5
800779,0.5
800780,0.5
800781,0.5
800782,0.5
800783,0.5
800784,0.5
800785,0.5
800786,0.5
800787,0.5
800788,0.5
800789,0.5
800790,0.5
800791,0.5
800792,0.5
800793,0.5
800794,0.5
800795,0.5
800796,0.5
800797,0.5
800798,0.5
800799,0.5
800800,0.5
800801,0.5
800802,0.5
800803,0.5
800804,0.5
800805,0.5
800806,0.5
800807,0.5
800808,0.5
800809,0.5
800810,0.5
800811,0.5
800812,0.5
800813,0.5
800814,0.5
800815,0.5
800816,0.5
800817,0.5
800818,0.5
800819,0.5
800820,0.5
800821,0.5
800822,0.5
800823,0.5
800824,0.5
800825,0.5
800826,0.5
800827,0.5
800828,0.5
800829,0.5
800830,0.5
800831,0.5
800832,0.5
800833,0.5
800834,0.5
800835,0.5
800836,0.5
800837,0.5
800838,0.5
800839,0.5
800840,0.5
800841,0.5
800842,0.5
800843,0.5
800844,0.5
800845,0.5
800846,0.5
800847,0.5
800848,0.5
800849,0.5
800850,0.5
800851,0.5
800852,0.5
800853,0.5
800854,0.5
800855,0.5
800856,0.5
800857,0.5
800858,0.5
800859,0.5
800860,0.5
800861,0.5
800862,0.5
800863,0.5
800864,0.5
800865,0.5
800866,0.5
800867,0.5
800868,0.5
800869,0.5
800870,0.5
800871,0.5
800872,0.5
800873,0.5
800874,0.5
800875,0.5
800876,0.5
800877,0.5
800878,0.5
800879,0.5
800880,0.5
800881,0.5
800882,0.5
800883,0.5
800884,0.5
800885,0.5
800886,0.5
800887,0.5
800888,0.5
800889,0.5
800890,0.5
800891,0.5
800892,0.5
800893,0.5
800894,0.5
800895,0.5
800896,0.5
800897,0.5
800898,0.5
800899,0.5
800900,0.5
800901,0.5
800902,0.5
800903,0.5
800904,0.5
800905,0.5
800906,0.5
800907,0.5
800908,0.5
800909,0.5
800910,0.5
800911,0.5
800912,0.5
800913,0.5
800914,0.5
800915,0.5
800916,0.5
800917,0.5
800918,0.5
800919,0.5
800920,0.5
800921,0.5
800922,0.5
800923,0.5
800924,0.5
800925,0.5
800926,0.5
800927,0.5
800928,0.5
800929,0.5
800930,0.5
800931,0.5
800932,0.5
800933,0.5
800934,0.5
800935,0.5
800936,0.5
800937,0.5
800938,0.5
800939,0.5
800940,0.5
800941,0.5
800942,0.5
800943,0.5
800944,0.5
800945,0.5
800946,0.5
800947,0.5
800948,0.5
800949,0.5
800950,0.5
800951,0.5
800952,0.5
800953,0.5
800954,0.5
800955,0.5
800956,0.5
800957,0.5
800958,0.5
800959,0.5
800960,0.5
800961,0.5
800962,0.5
800963,0.5
800964,0.5
800965,0.5
800966,0.5
800967,0.5
800968,0.5
800969,0.5
800970,0.5
800971,0.5
800972,0.5
800973,0.5
800974,0.5
800975,0.5
800976,0.5
800977,0.5
800978,0.5
800979,0.5
800980,0.5
800981,0.5
800982,0.5
800983,0.5
800984,0.5
800985,0.5
800986,0.5
800987,0.5
800988,0.5
800989,0.5
800990,0.5
800991,0.5
800992,0.5
800993,0.5
800994,0.5
800995,0.5
800996,0.5
800997,0.5
800998,0.5
800999,0.5
801000,0.5
801001,0.5
801002,0.5
801003,0.5
801004,0.5
801005,0.5
801006,0.5
801007,0.5
801008,0.5
801009,0.5
801010,0.5
801011,0.5
801012,0.5
801013,0.5
801014,0.5
801015,0.5
801016,0.5
801017,0.5
801018,0.5
801019,0.5
801020,0.5
801021,0.5
801022,0.5
801023,0.5
801024,0.5
801025,0.5
801026,0.5
801027,0.5
801028,0.5
801029,0.5
801030,0.5
801031,0.5
801032,0.5
801033,0.5
801034,0.5
801035,0.5
801036,0.5
801037,0.5
801038,0.5
801039,0.5
801040,0.5
801041,0.5
801042,0.5
801043,0.5
801044,0.5
801045,0.5
801046,0.5
801047,0.5
801048,0.5
801049,0.5
801050,0.5
801051,0.5
801052,0.5
801053,0.5
801054,0.5
801055,0.5
801056,0.5
801057,0.5
801058,0.5
801059,0.5
801060,0.5
801061,0.5
801062,0.5
801063,0.5
801064,0.5
801065,0.5
801066,0.5
801067,0.5
801068,0.5
801069,0.5
801070,0.5
801071,0.5
801072,0.5
801073,0.5
801074,0.5
801075,0.5
801076,0.5
801077,0.5
801078,0.5
801079,0.5
801080,0.5
801081,0.5
801082,0.5
801083,0.5
801084,0.5
801085,0.5
801086,0.5
801087,0.5
801088,0.5
801089,0.5
801090,0.5
801091,0.5
801092,0.5
801093,0.5
801094,0.5
801095,0.5
801096,0.5
801097,0.5
801098,0.5
801099,0.5
801100,0.5
801101,0.5
801102,0.5
801103,0.5
801104,0.5
801105,0.5
801106,0.5
801107,0.5
801108,0.5
801109,0.5
801110,0.5
801111,0.5
801112,0.5
801113,0.5
801114,0.5
801115,0.5
801116,0.5
801117,0.5
801118,0.5
801119,0.5
801120,0.5
801121,0.5
801122,0.5
801123,0.5
801124,0.5
801125,0.5
801126,0.5
801127,0.5
801128,0.5
801129,0.5
801130,0.5
801131,0.5
801132,0.5
801133,0.5
801134,0.5
801135,0.5
801136,0.5
801137,0.5
801138,0.5
801139,0.5
801140,0.5
801141,0.5
801142,0.5
801143,0.5
801144,0.5
801145,0.5
801146,0.5
801147,0.5
801148,0.5
801149,0.5
801150,0.5
801151,0.5
801152,0.5
801153,0.5
801154,0.5
801155,0.5
801156,0.5
801157,0.5
801158,0.5
801159,0.5
801160,0.5
801161,0.5
801162,0.5
801163,0.5
801164,0.5
801165,0.5
801166,0.5
801167,0.5
801168,0.5
801169,0.5
801170,0.5
801171,0.5
801172,0.5
801173,0.5
801174,0.5
801175,0.5
801176,0.5
801177,0.5
801178,0.5
801179,0.5
801180,0.5
801181,0.5
801182,0.5
801183,0.5
801184,0.5
801185,0.5
801186,0.5
801187,0.5
801188,0.5
801189,0.5
801190,0.5
801191,0.5
801192,0.5
801193,0.5
801194,0.5
801195,0.5
801196,0.5
801197,0.5
801198,0.5
801199,0.5
801200,0.5
801201,0.5
801202,0.5
801203,0.5
801204,0.5
801205,0.5
801206,0.5
801207,0.5
801208,0.5
801209,0.5
801210,0.5
801211,0.5
801212,0.5
801213,0.5
801214,0.5
801215,0.5
801216,0.5
801217,0.5
801218,0.5
801219,0.5
801220,0.5
801221,0.5
801222,0.5
801223,0.5
801224,0.5
801225,0.5
801226,0.5
801227,0.5
801228,0.5
801229,0.5
801230,0.5
801231,0.5
801232,0.5
801233,0.5
801234,0.5
801235,0.5
801236,0.5
801237,0.5
801238,0.5
801239,0.5
801240,0.5
801241,0.5
801242,0.5
801243,0.5
801244,0.5
801245,0.5
801246,0.5
801247,0.5
801248,0.5
801249,0.5
801250,0.5
801251,0.5
801252,0.5
801253,0.5
801254,0.5
801255,0.5
801256,0.5
801257,0.5
801258,0.5
801259,0.5
801260,0.5
801261,0.5
801262,0.5
801263,0.5
801264,0.5
801265,0.5
801266,0.5
801267,0.5
801268,0.5
801269,0.5
801270,0.5
801271,0.5
801272,0.5
801273,0.5
801274,0.5
801275,0.5
801276,0.5
801277,0.5
801278,0.5
801279,0.5
801280,0.5
801281,0.5
801282,0.5
801283,0.5
801284,0.5
801285,0.5
801286,0.5
801287,0.5
801288,0.5
801289,0.5
801290,0.5
801291,0.5
801292,0.5
801293,0.5
801294,0.5
801295,0.5
801296,0.5
801297,0.5
801298,0.5
801299,0.5
801300,0.5
801301,0.5
801302,0.5
801303,0.5
801304,0.5
801305,0.5
801306,0.5
801307,0.5
801308,0.5
801309,0.5
801310,0.5
801311,0.5
801312,0.5
801313,0.5
801314,0.5
801315,0.5
801316,0.5
801317,0.5
801318,0.5
801319,0.5
801320,0.5
801321,0.5
801322,0.5
801323,0.5
801324,0.5
801325,0.5
801326,0.5
801327,0.5
801328,0.5
801329,0.5
801330,0.5
801331,0.5
801332,0.5
801333,0.5
801334,0.5
801335,0.5
801336,0.5
801337,0.5
801338,0.5
801339,0.5
801340,0.5
801341,0.5
801342,0.5
801343,0.5
801344,0.5
801345,0.5
801346,0.5
801347,0.5
801348,0.5
801349,0.5
801350,0.5
801351,0.5
801352,0.5
801353,0.5
801354,0.5
801355,0.5
801356,0.5
801357,0.5
801358,0.5
801359,0.5
801360,0.5
801361,0.5
801362,0.5
801363,0.5
801364,0.5
801365,0.5
801366,0.5
801367,0.5
801368,0.5
801369,0.5
801370,0.5
801371,0.5
801372,0.5
801373,0.5
801374,0.5
801375,0.5
801376,0.5
801377,0.5
801378,0.5
801379,0.5
801380,0.5
801381,0.5
801382,0.5
801383,0.5
801384,0.5
801385,0.5
801386,0.5
801387,0.5
801388,0.5
801389,0.5
801390,0.5
801391,0.5
801392,0.5
801393,0.5
801394,0.5
801395,0.5
801396,0.5
801397,0.5
801398,0.5
801399,0.5
801400,0.5
801401,0.5
801402,0.5
801403,0.5
801404,0.5
801405,0.5
801406,0.5
801407,0.5
801408,0.5
801409,0.5
801410,0.5
801411,0.5
801412,0.5
801413,0.5
801414,0.5
801415,0.5
801416,0.5
801417,0.5
801418,0.5
801419,0.5
801420,0.5
801421,0.5
801422,0.5
801423,0.5
801424,0.5
801425,0.5
801426,0.5
801427,0.5
801428,0.5
801429,0.5
801430,0.5
801431,0.5
801432,0.5
801433,0.5
801434,0.5
801435,0.5
801436,0.5
801437,0.5
801438,0.5
801439,0.5
801440,0.5
801441,0.5
801442,0.5
801443,0.5
801444,0.5
801445,0.5
801446,0.5
801447,0.5
801448,0.5
801449,0.5
801450,0.5
801451,0.5
801452,0.5
801453,0.5
801454,0.5
801455,0.5
801456,0.5
801457,0.5
801458,0.5
801459,0.5
801460,0.5
801461,0.5
801462,0.5
801463,0.5
801464,0.5
801465,0.5
801466,0.5
801467,0.5
801468,0.5
801469,0.5
801470,0.5
801471,0.5
801472,0.5
801473,0.5
801474,0.5
801475,0.5
801476,0.5
801477,0.5
801478,0.5
801479,0.5
801480,0.5
801481,0.5
801482,0.5
801483,0.5
801484,0.5
801485,0.5
801486,0.5
801487,0.5
801488,0.5
801489,0.5
801490,0.5
801491,0.5
801492,0.5
801493,0.5
801494,0.5
801495,0.5
801496,0.5
801497,0.5
801498,0.5
801499,0.5
801500,0.5
801501,0.5
801502,0.5
801503,0.5
801504,0.5
801505,0.5
801506,0.5
801507,0.5
801508,0.5
801509,0.5
801510,0.5
801511,0.5
801512,0.5
801513,0.5
801514,0.5
801515,0.5
801516,0.5
801517,0.5
801518,0.5
801519,0.5
801520,0.5
801521,0.5
801522,0.5
801523,0.5
801524,0.5
801525,0.5
801526,0.5
801527,0.5
801528,0.5
801529,0.5
801530,0.5
801531,0.5
801532,0.5
801533,0.5
801534,0.5
801535,0.5
801536,0.5
801537,0.5
801538,0.5
801539,0.5
801540,0.5
801541,0.5
801542,0.5
801543,0.5
801544,0.5
801545,0.5
801546,0.5
801547,0.5
801548,0.5
801549,0.5
801550,0.5
801551,0.5
801552,0.5
801553,0.5
801554,0.5
801555,0.5
801556,0.5
801557,0.5
801558,0.5
801559,0.5
801560,0.5
801561,0.5
801562,0.5
801563,0.5
801564,0.5
801565,0.5
801566,0.5
801567,0.5
801568,0.5
801569,0.5
801570,0.5
801571,0.5
801572,0.5
801573,0.5
801574,0.5
801575,0.5
801576,0.5
801577,0.5
801578,0.5
801579,0.5
801580,0.5
801581,0.5
801582,0.5
801583,0.5
801584,0.5
801585,0.5
801586,0.5
801587,0.5
801588,0.5
801589,0.5
801590,0.5
801591,0.5
801592,0.5
801593,0.5
801594,0.5
801595,0.5
801596,0.5
801597,0.5
801598,0.5
801599,0.5
801600,0.5
801601,0.5
801602,0.5
801603,0.5
801604,0.5
801605,0.5
801606,0.5
801607,0.5
801608,0.5
801609,0.5
801610,0.5
801611,0.5
801612,0.5
801613,0.5
801614,0.5
801615,0.5
801616,0.5
801617,0.5
801618,0.5
801619,0.5
801620,0.5
801621,0.5
801622,0.5
801623,0.5
801624,0.5
801625,0.5
801626,0.5
801627,0.5
801628,0.5
801629,0.5
801630,0.5
801631,0.5
801632,0.5
801633,0.5
801634,0.5
801635,0.5
801636,0.5
801637,0.5
801638,0.5
801639,0.5
801640,0.5
801641,0.5
801642,0.5
801643,0.5
801644,0.5
801645,0.5
801646,0.5
801647,0.5
801648,0.5
801649,0.5
801650,0.5
801651,0.5
801652,0.5
801653,0.5
801654,0.5
801655,0.5
801656,0.5
801657,0.5
801658,0.5
801659,0.5
801660,0.5
801661,0.5
801662,0.5
801663,0.5
801664,0.5
801665,0.5
801666,0.5
801667,0.5
801668,0.5
801669,0.5
801670,0.5
801671,0.5
801672,0.5
801673,0.5
801674,0.5
801675,0.5
801676,0.5
801677,0.5
801678,0.5
801679,0.5
801680,0.5
801681,0.5
801682,0.5
801683,0.5
801684,0.5
801685,0.5
801686,0.5
801687,0.5
801688,0.5
801689,0.5
801690,0.5
801691,0.5
801692,0.5
801693,0.5
801694,0.5
801695,0.5
801696,0.5
801697,0.5
801698,0.5
801699,0.5
801700,0.5
801701,0.5
801702,0.5
801703,0.5
801704,0.5
801705,0.5
801706,0.5
801707,0.5
801708,0.5
801709,0.5
801710,0.5
801711,0.5
801712,0.5
801713,0.5
801714,0.5
801715,0.5
801716,0.5
801717,0.5
801718,0.5
801719,0.5
801720,0.5
801721,0.5
801722,0.5
801723,0.5
801724,0.5
801725,0.5
801726,0.5
801727,0.5
801728,0.5
801729,0.5
801730,0.5
801731,0.5
801732,0.5
801733,0.5
801734,0.5
801735,0.5
801736,0.5
801737,0.5
801738,0.5
801739,0.5
801740,0.5
801741,0.5
801742,0.5
801743,0.5
801744,0.5
801745,0.5
801746,0.5
801747,0.5
801748,0.5
801749,0.5
801750,0.5
801751,0.5
801752,0.5
801753,0.5
801754,0.5
801755,0.5
801756,0.5
801757,0.5
801758,0.5
801759,0.5
801760,0.5
801761,0.5
801762,0.5
801763,0.5
801764,0.5
801765,0.5
801766,0.5
801767,0.5
801768,0.5
801769,0.5
801770,0.5
801771,0.5
801772,0.5
801773,0.5
801774,0.5
801775,0.5
801776,0.5
801777,0.5
801778,0.5
801779,0.5
801780,0.5
801781,0.5
801782,0.5
801783,0.5
801784,0.5
801785,0.5
801786,0.5
801787,0.5
801788,0.5
801789,0.5
801790,0.5
801791,0.5
801792,0.5
801793,0.5
801794,0.5
801795,0.5
801796,0.5
801797,0.5
801798,0.5
801799,0.5
801800,0.5
801801,0.5
801802,0.5
801803,0.5
801804,0.5
801805,0.5
801806,0.5
801807,0.5
801808,0.5
801809,0.5
801810,0.5
801811,0.5
801812,0.5
801813,0.5
801814,0.5
801815,0.5
801816,0.5
801817,0.5
801818,0.5
801819,0.5
801820,0.5
801821,0.5
801822,0.5
801823,0.5
801824,0.5
801825,0.5
801826,0.5
801827,0.5
801828,0.5
801829,0.5
801830,0.5
801831,0.5
801832,0.5
801833,0.5
801834,0.5
801835,0.5
801836,0.5
801837,0.5
801838,0.5
801839,0.5
801840,0.5
801841,0.5
801842,0.5
801843,0.5
801844,0.5
801845,0.5
801846,0.5
801847,0.5
801848,0.5
801849,0.5
801850,0.5
801851,0.5
801852,0.5
801853,0.5
801854,0.5
801855,0.5
801856,0.5
801857,0.5
801858,0.5
801859,0.5
801860,0.5
801861,0.5
801862,0.5
801863,0.5
801864,0.5
801865,0.5
801866,0.5
801867,0.5
801868,0.5
801869,0.5
801870,0.5
801871,0.5
801872,0.5
801873,0.5
801874,0.5
801875,0.5
801876,0.5
801877,0.5
801878,0.5
801879,0.5
801880,0.5
801881,0.5
801882,0.5
801883,0.5
801884,0.5
801885,0.5
801886,0.5
801887,0.5
801888,0.5
801889,0.5
801890,0.5
801891,0.5
801892,0.5
801893,0.5
801894,0.5
801895,0.5
801896,0.5
801897,0.5
801898,0.5
801899,0.5
801900,0.5
801901,0.5
801902,0.5
801903,0.5
801904,0.5
801905,0.5
801906,0.5
801907,0.5
801908,0.5
801909,0.5
801910,0.5
801911,0.5
801912,0.5
801913,0.5
801914,0.5
801915,0.5
801916,0.5
801917,0.5
801918,0.5
801919,0.5
801920,0.5
801921,0.5
801922,0.5
801923,0.5
801924,0.5
801925,0.5
801926,0.5
801927,0.5
801928,0.5
801929,0.5
801930,0.5
801931,0.5
801932,0.5
801933,0.5
801934,0.5
801935,0.5
801936,0.5
801937,0.5
801938,0.5
801939,0.5
801940,0.5
801941,0.5
801942,0.5
801943,0.5
801944,0.5
801945,0.5
801946,0.5
801947,0.5
801948,0.5
801949,0.5
801950,0.5
801951,0.5
801952,0.5
801953,0.5
801954,0.5
801955,0.5
801956,0.5
801957,0.5
801958,0.5
801959,0.5
801960,0.5
801961,0.5
801962,0.5
801963,0.5
801964,0.5
801965,0.5
801966,0.5
801967,0.5
801968,0.5
801969,0.5
801970,0.5
801971,0.5
801972,0.5
801973,0.5
801974,0.5
801975,0.5
801976,0.5
801977,0.5
801978,0.5
801979,0.5
801980,0.5
801981,0.5
801982,0.5
801983,0.5
801984,0.5
801985,0.5
801986,0.5
801987,0.5
801988,0.5
801989,0.5
801990,0.5
801991,0.5
801992,0.5
801993,0.5
801994,0.5
801995,0.5
801996,0.5
801997,0.5
